code_module_x,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_assessment,number_of_assessments_taken,code_module_y,date_registration,date_unregistration,total_click_count,total_click_sum,total_click_average
AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,68,5,AAA,-38,,357,910,2.549019607843137
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,63.8,5,AAA,-179,,222,671,3.0225225225225225
AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,60.6,5,AAA,-185,,245,875,3.5714285714285716
AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,68.625,8,AAA,-31,202,373,997,2.6729222520107236
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,45,5,AAA,-58,,167,363,2.1736526946107784
AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,68.4,5,AAA,-54,,958,3003,3.1346555323590812
AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,74.2,5,AAA,-38,,237,876,3.6962025316455698
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,61.4,5,AAA,-23,,307,996,3.244299674267101
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,46.4,5,AAA,-57,,323,1183,3.6625386996904026
AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,65,5,AAA,-53,,352,955,2.7130681818181817
AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,72.6,5,AAA,-130,,346,1445,4.176300578034682
AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,43.8,5,AAA,-129,,152,509,3.348684210526316
AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,77.2,5,AAA,-67,,409,1388,3.393643031784841
AAA,2013J,405961,M,Scotland,A Level or Equivalent,90-100%,0-35,0,240,Y,Withdrawn,,,AAA,-170,-100,,,
AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,76.4,5,AAA,-73,,322,807,2.5062111801242235
AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,59.666666666666664,6,AAA,-60,172,336,1417,4.217261904761905
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,76,3,AAA,-15,,137,342,2.4963503649635035
AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,58.4,5,AAA,-58,,125,411,3.288
AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,59.8,5,AAA,-52,,245,646,2.636734693877551
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,70.6,5,AAA,-53,,272,739,2.7169117647058822
AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,40.5,2,AAA,-32,119,295,1009,3.4203389830508475
AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,87.6,5,AAA,-38,,507,1241,2.447731755424063
AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,79.33333333333333,3,AAA,-43,73,209,842,4.028708133971292
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,70.6,5,AAA,-120,,808,2832,3.504950495049505
AAA,2013J,494424,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,,,AAA,-38,,21,58,2.761904761904762
AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,66.6,5,AAA,-29,,231,901,3.9004329004329006
AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,73,5,AAA,-16,,342,998,2.91812865497076
AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,71.8,5,AAA,-156,,274,1129,4.12043795620438
AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,72.4,5,AAA,-32,,235,521,2.217021276595745
AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,81,5,AAA,-127,,714,2328,3.2605042016806722
AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,72,5,AAA,-51,,236,910,3.8559322033898304
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,59.2,5,AAA,-43,,88,224,2.5454545454545454
AAA,2013J,568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,81.5,2,AAA,-30,128,84,488,5.809523809523809
AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass,73.2,5,AAA,-158,,200,780,3.9
AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,71.4,5,AAA,-22,,316,1271,4.022151898734177
AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,40,2,AAA,-38,,76,194,2.5526315789473686
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,82.8,5,AAA,-17,,1733,7067,4.077899596076168
AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,76.2,5,AAA,-46,,209,605,2.8947368421052633
AAA,2013J,603861,M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn,63,10,AAA,-38,241,293,1105,3.7713310580204777
AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,66,2,AAA,-43,,129,406,3.147286821705426
AAA,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,66,5,AAA,-29,,742,3064,4.129380053908355
AAA,2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction,80.8,5,AAA,-57,,1441,5680,3.941707147814018
AAA,2013J,721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn,65,1,AAA,-73,23,881,4108,4.662883087400681
AAA,2013J,749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,72,5,AAA,-138,,1177,4007,3.404418011894647
AAA,2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction,81.2,5,AAA,-67,,1829,7288,3.984691088026244
AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,76.4,5,AAA,-91,,875,3004,3.4331428571428573
AAA,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,61.8,5,AAA,-59,,559,1357,2.4275491949910553
AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,77.2,5,AAA,-67,,391,1216,3.1099744245524295
AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,72,5,AAA,-170,,268,870,3.246268656716418
AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,59.75,4,AAA,-42,173,746,1980,2.6541554959785523
AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,68,5,AAA,-62,,760,3098,4.076315789473684
AAA,2013J,978739,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,56.6,5,AAA,-108,,1143,5988,5.238845144356955
AAA,2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,70,5,AAA,-87,,572,1896,3.3146853146853146
AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,82.6,5,AAA,-144,,512,1695,3.310546875
AAA,2013J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,68.57142857142857,7,AAA,-63,203,557,1732,3.10951526032316
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,35,2,AAA,-35,,85,240,2.823529411764706
AAA,2013J,1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,75.2,5,AAA,-195,,310,910,2.935483870967742
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10月20日,35-55,0,120,N,Fail,59,2,AAA,-169,,397,1907,4.80352644836272
AAA,2013J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,63,1,AAA,-87,27,327,1173,3.5871559633027523
AAA,2013J,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Pass,81.8,5,AAA,-38,,994,3460,3.4808853118712273
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,61.9,10,AAA,20,,371,1462,3.940700808625337
AAA,2013J,1488959,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,61.8,5,AAA,-30,,721,3493,4.844660194174757
AAA,2013J,1518989,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,73,5,AAA,-102,,1183,4202,3.5519864750633983
AAA,2013J,1618738,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,79.6,5,AAA,-95,,147,723,4.918367346938775
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,77.5,2,AAA,-95,,218,998,4.577981651376147
AAA,2013J,1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,84.6,5,AAA,-195,,1681,6025,3.584176085663296
AAA,2013J,1640609,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,85,5,AAA,-191,,1433,5061,3.531751570132589
AAA,2013J,1686521,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,68,1,AAA,-124,37,201,643,3.199004975124378
AAA,2013J,1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,78.2,5,AAA,-106,,765,2756,3.6026143790849674
AAA,2013J,1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,83.8,5,AAA,-30,,534,1759,3.2940074906367043
AAA,2013J,1758449,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn,61,2,AAA,-198,103,650,2756,4.24
AAA,2013J,1763015,F,Scotland,A Level or Equivalent,10月20日,35-55,0,60,N,Withdrawn,,,AAA,-58,-2,30,420,14
AAA,2013J,1765788,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass,66.2,5,AAA,-43,,1712,7057,4.122079439252336
AAA,2013J,1801229,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,76.8,5,AAA,-106,,371,1443,3.8894878706199463
AAA,2013J,1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,77.4,5,AAA,-32,,134,459,3.425373134328358
AAA,2013J,1847830,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,71,5,AAA,-164,,1623,6518,4.016019716574245
AAA,2013J,1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass,62.6,5,AAA,-53,,1328,5975,4.499246987951807
AAA,2013J,1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,72,5,AAA,-42,,575,1754,3.0504347826086957
AAA,2013J,1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,73.6,5,AAA,-81,,307,931,3.03257328990228
AAA,2013J,1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,70.4,5,AAA,-57,,490,4294,8.763265306122449
AAA,2013J,1938355,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,73,5,AAA,-102,,607,1992,3.2817133443163096
AAA,2013J,1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,53.6,5,AAA,-29,,164,470,2.8658536585365852
AAA,2013J,1970390,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,83.6,10,AAA,-108,240,2974,14759,4.962676529926026
AAA,2013J,1976139,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,67.25,4,AAA,-195,,354,1216,3.4350282485875705
AAA,2013J,2011876,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,76,5,AAA,-32,,419,1401,3.343675417661098
AAA,2013J,2012966,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,78.4,5,AAA,-102,,148,519,3.5067567567567566
AAA,2013J,2051699,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,66.6,5,AAA,-137,,441,1734,3.931972789115646
AAA,2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,61.2,5,AAA,-74,,738,2386,3.2330623306233064
AAA,2013J,2065691,M,London Region,A Level or Equivalent,30-40%,35-55,0,330,Y,Withdrawn,35.666666666666664,3,AAA,-16,138,248,1430,5.766129032258065
AAA,2013J,2073016,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,58.857142857142854,7,AAA,-65,173,404,1022,2.5297029702970297
AAA,2013J,2080474,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,69.6,5,AAA,-123,,361,1146,3.1745152354570636
AAA,2013J,2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,67.8,5,AAA,-45,,258,685,2.6550387596899223
AAA,2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,59.75,4,AAA,-148,,465,1967,4.230107526881721
AAA,2013J,2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,65.6,5,AAA,-65,,197,701,3.5583756345177666
AAA,2013J,2122180,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,82.4,5,AAA,-35,,977,4712,4.822927328556807
AAA,2013J,2139353,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,66.5,8,AAA,-59,163,801,2388,2.9812734082397006
AAA,2013J,2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,52.6,5,AAA,-46,,352,1888,5.363636363636363
AAA,2013J,2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass,70,5,AAA,-59,,720,2385,3.3125
AAA,2013J,2149225,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,,,AAA,-36,10,88,319,3.625
AAA,2013J,2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,62.2,5,AAA,-49,,821,3385,4.123020706455542
AAA,2013J,2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,73.8,5,AAA,-32,,306,1454,4.751633986928105
AAA,2013J,2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,70,1,AAA,-43,,76,231,3.039473684210526
AAA,2013J,2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,69,5,AAA,-50,,398,1346,3.3819095477386933
AAA,2013J,2182846,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,66,5,AAA,-113,,1383,4214,3.046999276934201
AAA,2013J,2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,67.2,5,AAA,-108,,434,1401,3.228110599078341
AAA,2013J,2197016,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,75.6,5,AAA,-35,,415,1455,3.5060240963855422
AAA,2013J,2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,71.2,5,AAA,-66,,374,1080,2.8877005347593583
AAA,2013J,2229865,F,West Midlands Region,A Level or Equivalent,10月20日,35-55,0,60,N,Pass,76.4,5,AAA,-116,,911,3236,3.5521405049396266
AAA,2013J,2255601,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,54.5,2,AAA,-28,175,618,2543,4.114886731391586
AAA,2013J,2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,83,5,AAA,-74,,624,1685,2.7003205128205128
AAA,2013J,2278464,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,51.4,5,AAA,-129,,111,307,2.765765765765766
AAA,2013J,2293923,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,61.2,5,AAA,-85,,110,303,2.7545454545454544
AAA,2013J,2312620,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,32,3,AAA,-45,178,315,1129,3.5841269841269843
AAA,2013J,2318055,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,75.8,5,AAA,-56,-19,501,1726,3.4451097804391217
AAA,2013J,2324976,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,,,AAA,-101,-50,,,
AAA,2013J,2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,57.2,5,AAA,-56,,194,565,2.9123711340206184
AAA,2013J,2339528,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,80,5,AAA,-57,,155,593,3.825806451612903
AAA,2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,73.2,5,AAA,-38,,518,1814,3.501930501930502
AAA,2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,51.5,4,AAA,-24,,144,445,3.0902777777777777
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,67.8,5,AAA,-102,,544,1588,2.9191176470588234
AAA,2013J,2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,69,6,AAA,-53,58,625,2106,3.3696
AAA,2013J,2364471,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,83.4,5,AAA,-80,,2230,7182,3.220627802690583
AAA,2013J,2365101,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn,,,AAA,-129,-80,,,
AAA,2013J,2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,75.6,5,AAA,-22,,510,2148,4.211764705882353
AAA,2013J,2369266,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,50.6,5,AAA,-94,,480,2146,4.470833333333333
AAA,2013J,2376496,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,73.4,5,AAA,-185,,302,749,2.480132450331126
AAA,2013J,2391984,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,73,4,AAA,-101,242,188,818,4.351063829787234
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,46.8,5,AAA,-17,,125,574,4.592
AAA,2013J,2411778,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,80,2,AAA,-35,220,239,1497,6.2635983263598325
AAA,2013J,2412002,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,82.8,5,AAA,-38,,976,3344,3.4262295081967213
AAA,2013J,2412967,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,77.6,5,AAA,-73,,698,2458,3.5214899713467047
AAA,2013J,2429854,M,London Region,A Level or Equivalent,10月20日,35-55,0,120,Y,Withdrawn,51,1,AAA,-52,114,251,953,3.7968127490039842
AAA,2013J,2437837,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,74.4,5,AAA,-53,,676,2684,3.970414201183432
AAA,2013J,2449878,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,60.6,5,AAA,-32,,261,622,2.3831417624521074
AAA,2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,24.666666666666668,3,AAA,-71,,73,183,2.506849315068493
AAA,2013J,2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,70,5,AAA,-50,,425,1611,3.7905882352941176
AAA,2013J,2458355,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,90.6,5,AAA,-81,,1148,4187,3.647212543554007
AAA,2013J,2460080,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,78.8,5,AAA,-52,,696,3424,4.919540229885057
AAA,2013J,2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,56,2,AAA,-11,,238,967,4.063025210084033
AAA,2013J,2469673,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,44.5,4,AAA,-22,,165,523,3.16969696969697
AAA,2013J,2470694,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn,67,2,AAA,-106,219,1051,3115,2.9638439581351093
AAA,2013J,2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,79.6,5,AAA,-46,,129,323,2.503875968992248
AAA,2013J,2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,75.8,5,AAA,-195,,498,1949,3.9136546184738954
AAA,2013J,2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,55.6,5,AAA,-59,,413,1616,3.9128329297820823
AAA,2013J,2486127,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,73.6,5,AAA,-144,,576,1690,2.9340277777777777
AAA,2013J,2498700,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,77.2,5,AAA,-43,,852,2864,3.3615023474178405
AAA,2013J,2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,79.4,5,AAA,-65,,1063,3070,2.888052681091251
AAA,2013J,2518069,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.6,5,AAA,-105,,447,1617,3.61744966442953
AAA,2013J,2521459,F,London Region,Lower Than A Level,10月20日,0-35,0,60,N,Pass,60.8,5,AAA,-158,,363,1078,2.9696969696969697
AAA,2013J,2523736,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,61.75,4,AAA,-46,,228,470,2.06140350877193
AAA,2013J,2529279,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,78,5,AAA,-67,,336,1189,3.5386904761904763
AAA,2013J,2532302,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,63.2,5,AAA,-65,,358,1216,3.3966480446927374
AAA,2013J,2536991,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,80.8,5,AAA,-87,,392,1080,2.7551020408163267
AAA,2013J,2542724,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,,,AAA,-59,13,61,228,3.737704918032787
AAA,2013J,2550279,F,North Region,HE Qualification,,35-55,0,60,N,Pass,62.6,5,AAA,-153,,663,2809,4.2368024132730016
AAA,2013J,2551220,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,64.8,5,AAA,-94,,503,1327,2.6381709741550696
AAA,2013J,2552472,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,53.5,2,AAA,-38,199,93,519,5.580645161290323
AAA,2013J,2555340,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,80.6,5,AAA,-67,,1038,4441,4.2784200385356455
AAA,2013J,2557283,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass,81.2,5,AAA,-80,,1808,7262,4.0165929203539825
AAA,2013J,2559575,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,71.2,5,AAA,-31,,218,650,2.981651376146789
AAA,2013J,2562034,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,65.4,5,AAA,-30,,67,248,3.701492537313433
AAA,2013J,2566163,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,71.8,5,AAA,-91,,416,1591,3.824519230769231
AAA,2013J,2566592,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,71.8,5,AAA,-35,,387,1359,3.511627906976744
AAA,2013J,2569324,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,71.2,5,AAA,-81,93,201,493,2.4527363184079602
AAA,2013J,2574528,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,75.4,5,AAA,-16,,396,988,2.494949494949495
AAA,2013J,2574583,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,70.8,5,AAA,-63,,428,1890,4.41588785046729
AAA,2013J,2576122,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,64,2,AAA,-137,39,90,261,2.9
AAA,2013J,2578995,F,West Midlands Region,A Level or Equivalent,10月20日,0-35,0,60,Y,Pass,79.6,5,AAA,-62,,477,1326,2.779874213836478
AAA,2013J,2586560,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,73.6,5,AAA,-94,,729,2905,3.9849108367626886
AAA,2013J,2594139,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,76,5,AAA,-74,,302,1868,6.185430463576159
AAA,2013J,2598871,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,72.6,5,AAA,-128,,549,2049,3.73224043715847
AAA,2013J,2599352,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,76.4,5,AAA,-106,,328,1160,3.5365853658536586
AAA,2013J,2600688,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,70,5,AAA,-165,,146,582,3.9863013698630136
AAA,2013J,2606098,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,71.4,5,AAA,-102,,198,491,2.4797979797979797
